Name,Address,Phone,Email,State
kendriya vidyalaya no.1,"a f s  tambaram selaiyur chennai tamil nadu,600073","044,22290350",prasannakumari.n@gmail.com,TAMILNADU 
KENDRIYA VIDYALAYA NO.2,"AFS MADAMBAKKAM CAMP SELAIYUR PO CHENNAI TAMIL NADU,600046","044,22294403",prasannakumari97@yahoo.com,TAMILNADU 
kendriya vidyalaya sangathan,"cutn campus, thiruvarur-610005, tamil nadu,",",",,TAMILNADU 
kendriya vidyalaya Virudhundagar,"Gunamalai Nagar, Varalotti,Mallankinaru Post, Kariapatti Taluk, Virudhunagar District-Pin-626 109,626001","0,9489551685",bramachandran26@yahoo.in,TAMILNADU 
Keren Public School,"K. Puliyankulam, Checkanurani,625514","0,9282521184",kerencbseschool@gmail.com,TAMILNADU 
KG VIDHYASHRAM,"ULAGALAMPOONDI ROAD, ASOKAPURI & PO, VILLUPURAM-DT.,605203",",04146265246",info@kgvidhyashram.com,TAMILNADU 
Kids Club School,"Punniyavathi Salali Vijayapuram Tirupur, Coimbatore,641606","8428,8062444",principalcbsetirupur@gmail.com,TAMILNADU 
KIKANI VIDHYA MANDIR,"No.9, Rangaswamy Road, R.S.Puram, Coimbatore, Tamilnadu,641002","0422,2546180",gee_5678@yahoo.co.in,TAMILNADU 
KINGS & QUEENS RESIDENTIAL SCHOOL,"THANDARAM KUMPINIPET PO AAKRONAM VELLORE DISTT TAMIL NADU,631003","8903,750547",kqrs1997@gmail.com,TAMILNADU 
KINGS CBSE SCHOOL,"1/383 Main Road,PudhurAchampadu post,Vallioor,627117",",04637 329988, 04637 329696",cbse@kingsindia.in,TAMILNADU 
KINGSTON INTERNATIONAL ACADEMY,"CHITTOOR MAIN ROAD, KATPADI, VELLOREVELLORETAMILNADU ,VELLORE, 632059,632059","044,04162298345",school@kingston.ac.in,TAMILNADU 
KMC Public School,"""KMC Gardens"", Kanakkampalayam Main Road, Distt Coimbatore, Tamilnadu,641666","0421,2351313",principal@kmcpublicschool.org,TAMILNADU 
KMR INTERNATIONAL SCHOOL(CBSE),"4-WAY TRACK ROAD, NEAR ACHAMPATHU,625019","0452,0452-2092114,",kmrschoolmdu@gmail.com,TAMILNADU 
KOLA SARASWATHI VAISHNAV SR SEC SCHO,"NO.22  BARNABY ROAD KILPAUK CHENNAI TAMIL NADU,600010","044,26411512",sundaripn@gmail.com,TAMILNADU 
KOLAPERUMAL CHETTY VAISHNAV S S SCHO,"437 E V R PERIYAR HIGH ROAD ARUMBAKKAM CHENNAI TAMIL NADU,600106","044,23631819",lneelakantapillai@gmail.com,TAMILNADU 
KOTAGIRI PUBLIC SCHOOL,"POST BOX NO. 2 KARUNYAPURAM KOTAGIRI  NILGIRIS TAMIL NADU,643217","04266,271775,271755,271175,274175",kpskotagiri@hotmail.com,TAMILNADU 
KOVAI PUBLIC SCHOOL,"SF No 478, Elachipalayam Road,Near Chenniyandavar Temple,Karumathampatti,641659","0422,2333006",info@kovaipublicschool.com,TAMILNADU 
Kovai Vidyashram,"Manickampalayam,Karuvalur Road,Kovilpalayam,Coimbatore-641107,641107",",00918883331732",kovaividyashram@gmail.com,TAMILNADU 
Kovai Vidyashram,"Bagavathy PalayamVeeranampalayam Village, Trichy Road, Kangayam - 638 701,638701",",0741300500",kovaividyashramkgm@gmail.com,TAMILNADU 
KRISHNA INTERNATIONAL SCHOOL,"ECR, Sakkaravaalanallur,623514","0,9489064136",krishnaschool2014@gmail.com,TAMILNADU 
KRISHNASWAMY VIDYANIKETHAN,"MARUTHADU ROAD, S KUMARAPURAM, CUDDALORE TAMILNADU,607109","4142,290194",jillskp@gmail.com,TAMILNADU 
KRM Public School,"Block No. 11.(T.S.No.32/1 (Part) 37/1,37/2,37/3,37/4,37/5) Shanthi Nagar 2nd Lane, Sembium Village, M H Road, Perambur, Chennai-600011.,600011","044,04425514508,",krmpublicschool@gmail.com,TAMILNADU 
Kshatriya Vidhyasala Centenary School,"Kshatriya Vidhyasala Centenary School,75-A, Centenary Building, Ramamoorthy Road, Virudhunagar.,626001",",04562-244060",kvscentenaryschool@gmail.com,TAMILNADU 
KSHATRIYA VIDYA SALA(KVS) ENGLISH MEDIUM SCHOOL,"KOORAIKUNDU VILAGE, COLLECTORATE,626002","4562,252747",gayamonikashree@gmail.com,TAMILNADU 
KSHETRA VIDYALAYA,"GOKULDHAM, MADUVANKARAISRIPERUMBUDURKANCHEEPURAM 602105,602105","044,7667122255",kshetraves2016@gmail.com,TAMILNADU 
KSR AKSHARA ACADEMY,"KSR KALVI NAGAR,THOKKAVADI,TIRUCHENGODE - 637 215,NAMAKKAL DT,TAMILNADU.,637215","4288,274741",rvijiakshara@gmail.com,TAMILNADU 
"KSR Hitech School, Vridhachalam","KSR Nagar, Periyar Nagar Byepass Road, Vridhachalam-606001,Cuddalore District,606001","4143,04143 238030",ksrhitech@gmail.com,TAMILNADU 
kurinchi school,"kurinchi nagar, thaneerkulam, kakkalur post, thiruvallur taluk,602003","044,27666733",v.shyalama71@gmail.com,TAMILNADU 
KURINJI SCHOOL,"KURINJI SCHOOL,KAVETTIPATTY,VALLIPURAM PO.,NAMAKKAL TK.,,637003","4826,285101",kurinjischoolnkl@gmail.com,TAMILNADU 
LA CHATALINE RESIDENTIAL JR.COLLEGE,"NO.1  ARCOT ROAD VALASARAVAKKAM CHENNAI TAMIL NADU,600087","044,24861984",lachatelaine@vsnl.com,TAMILNADU 
LALAJI MEMORIAL OMEGA INTERNATIONAL SCHOOL,"KOLUPAKKAM VILLAGE GEUGAMABAKKAM MANGADU KOLAPAKKAM DISTT TAMIL NADU,602101","044,66241130",seniorprincipal@omegaschools.org,TAMILNADU 
LALCHAND MILAPCHAND DADHA SCHOOL,"6  KRISHNAPURAM CHOOLAIMEDU CHENNAI TAMIL NADU,600094","044,24812919",principal.lmdss@gmail.com,TAMILNADU 
Lalitha Lal Bahadur Shastri Public School,"Rajiv Gandhi Nagar, N.H.7, East Service Road,626203","0456,04562-299415,",llpschool2010@gmail.com,TAMILNADU 
LAUREL SECONDARY SCHOOL,"Pallikondn, Maliakadu Post, Pattukkottal, Tanjore Dist,,614602","4373,235005",LAURELCBSESCHOOL@YAHOO.IN,TAMILNADU 
LHL CBSE School,"LHL Nagar,Visvasapuram,Thovalai,629302","4652,8883454545",lhlcbseschool@gmail.com,TAMILNADU 
Lightworkers Academy,"Uniworld City Nellikuppam Road, Malrojapuram,Nallambakkam, Chennai-600127,600127","044,04447486060,",dpschennai1213@gmail.com,TAMILNADU 
LINGA GLOBAL SCHOOL,"Linga Global School,Anandnagar,Rengappanaickerpatti Panchayat,Kunnur village,Srivilliputtur Taluk,Virudhunagar - 626126,626126","4563,04563289127",principal@lingaschool.org,TAMILNADU 
Lisieux CMI Public School,"Viswasapuram, Saravanampatti,641035","0422,2666690",jojocmi@gmail.com,TAMILNADU 
Litera Valley Zee School,"Survey No. 606/2A, 2B, Maruthi Green Fields, Kasavugatta (Village), Chennathur (Post),635109","4344,644688",zeeschoolhosur@gmail.com,TAMILNADU 
Little Champion School,"Pampanvilai, Anandanadarkudi Post, Agastheeswaram Taluk,629201",",04652269369",championslittle@gmail.com,TAMILNADU 
Little Flower Public School,"TS No 5/1A, Gandhi Nagar South,627008",",04626999799",lfcbseschool@gmail.com,TAMILNADU 
Little Kingdom School,"74/1D,Solipalayam,15-Velampalayam, Coimbatore, Tamilandu,641652","0421,2255882",radhakrishnanrenu4@gmail.com,TAMILNADU 
LOYALA INTERNATIONAL RESIDENTIAL SCHOOL,"PALANCHUR NAZARATHPET POST KANCHEEPURAM CHENNAI TAMIL NADU,601302","91,9244900745",nirmalakshmanan3181976@gmail.com,TAMILNADU 
Loyola Academy,"Vadamelpakkam, Kavanur PO, Kattankulathur via, Kancheepura dt.,603203","044,9445133770",kaaugustine2002@yahoo.com,TAMILNADU 
M.A.M. SCHOOL,"TRICHY - CHENNAI TRUNK ROAD, SIRUGANUR,621105","0431,2650155",mamcbsetry@gmail.com,TAMILNADU 
M.A.V VIDYASHRAM,"Plot No. 10A, Vaikai Street Extn. Gurusamy Nagar, Sembakkam,600073","044,22282233",umakumba@yahoo.com,TAMILNADU 
madha public school,"our lady nagar, maduravoyal,600095",",044-65381913",madhapublicshool2013@gmail.com,TAMILNADU 
MADURAI PUBLIC SCHOOL,"SURVEY NO 36/3A1, 36/3A2, 36/3A3 & 45/2A,THIRUPPALAI TO VEERAPANDI ROAD, PETCHIKULAM VILLAGE, ANAIYUR POST,MADURAI,625017",",8807319006",maduraipublicschool@gmail.com,TAMILNADU 
mahabharathi international school,"KALLAKURICHI BYE PASS ROAD,thenkeeranur village,kallakurichi.,606213","4151,256333",anthoniammalp@gmail.com,TAMILNADU 
MAHALAKSHMI VIDYA MANDIR (CBSE),"TEMPLE TOWN ROAD, OFF: THIRUNEERMALAI ROAD, PAMMAL,600075","044,65511118",principal@mvmcbse.com,TAMILNADU 
MAHALASHMI VIDHYA MANDHIR,"No.1, Mahalashmi Nagar, Kolady Road, Paruthipattu, Avadi,,600071",",04426801315",mvmcbseavadi@gmail.com,TAMILNADU 
MAHALASHMI VIDHYA MANDHIR,"No.14-A, 6th Street, Collectorate Colony, Aminjikarai,,600029",",04423631313",mvmcbseamj@gmail.com,TAMILNADU 
MAHARISHI INTERNATIONAL RESIDENTIAL SCHOOL,"SANTHAVELUR,SUNGUVARCHATIRAM,SRIPERUMBUDUR TALUK,KANCHEEPURAM DISTRICT,PIN :602106.,602106","044,7708063383",meerasarathy966@gmail.com,TAMILNADU 
Maharishi School Of Excellence,"P.T.C. Colony, Pallavanagar, Thiruverkadu, Chennai,600077","044,26801616",prabha8787@gmail.com,TAMILNADU 
MAHARISHI VIDYA MANDIR,"7th Cross TPS Nagar, Thanjavur,613007","4362,279661",principalmvmtnj@yahoo.co.in,TAMILNADU 
MAHARISHI VIDYA MANDIR,"Metro Sameera Garden, Nenmeli Village, Chegalpet, Kancheepuram, TN,603003","044,27402877",sankarasan@gmail.com,TAMILNADU 
MAHARISHI VIDYA MANDIR,"DABCs ARBORETUM,MEDAVAKKAM - MAMBAKKAM ROAD,POLACHERY,600127","044,29855744",sekharuma_sekhar@rediff.com,TAMILNADU 
MAHARISHI VIDYA MANDIR,"KOVILPAPAKUDI MAIN ROAD, NEAR KOODAL NAGAR, KOVILPAPAKUDI,,625018","0452,2917017",principalmvmmadurai@gmail.com,TAMILNADU 
maharishi vidya mandir,"no.304,305 sri andal gardens, mamsapuram road,srivilliputtur.,626125","4563,9442261285",mvmcbseschool@gmail.com,TAMILNADU 
MAHARISHI VIDYA MANDIR,"SRI RAJARAJESHWARI TOWNSHIP, MALAIKKUDIPATTI POST, ILUPPUR - 622 102,622102","044,26427088",mvmtrichy@gmail.com,TAMILNADU 
Maharishi Vidya Mandir,"VGN Brixton,Irungattukottai, Kanchipuram District.,602117","044,9003260000",sajor@rediffmail.com,TAMILNADU 
MAHARISHI VIDYA MANDIR,"Ramanis Mayuri, Chinnavedampatti, Coimbatore-641 049,641049","0422,2665457",principalmvm.cbe@gmail.com,TAMILNADU 
MAHARISHI VIDYA MANDIR,"28  DR. GURUSWAMY ROAD CHETPET CHENNAI TAMIL NADU,600031","044,26427088",namasivayam.mvm@gmail.com,TAMILNADU 
MAHARISHI VIDYA MANDIR,"561,CHENBAGATHOPPU ROAD,RAJAPALAYAM, DISTT VIRUDHNAGAR, TAMILNADU,626117","4563,226471",velayuthansuresh@gmail.com,TAMILNADU 
MAHARISHI VIDYA MANDIR,"58/3:4 MELATHIKKAM VILLAGE TIRUVANNAMALAI TAMIL NADU,606601","4175,224842",kalyanichinna1998@gmail.com,TAMILNADU 
Maharishi Vidya Mandir,"Melpakkam Village,Poonamallee Taluk,Avadi, Chennai - 600 077.,600077",",04426427088",principal@mvmavadi.in,TAMILNADU 
Maharishi Vidya Mandir,"Maharishi Vidya Mandir, Ingur Village, Perundurai Taluk, Erode District,638052","4294,04294230499",maharishierode@gmail.com,TAMILNADU 
Maharishi Vidya Mandir,"Salem - Namakkal NH7,Masakalipatti Highway,Rasipuram,637401","0091,7373008283",mvmrasipuram@gmail.com,TAMILNADU 
MAHARISHI VIDYA MANDIR,"AMMACHATHIRAM,   THEPPURUMANALLUR,THURIVIDAIMARUTHUR,612204","0435,04352462766,",mvmschoolkmb@gmail.com,TAMILNADU 
MAHARISHI VIDYA MANDIR,"VASANTHAPURAM MAIN ROAD,MANGALAM STREET,MANGADU,CHENNAI,600122",",044",info@mvmmangadu.in,TAMILNADU 
MAHARISHI VIDYA MANDIR,"NO.92, EACHANKARANAI VILLAGE, BEHIND MAHINDRA WORLD CITY, NEW CHENNAI,603002","91,8939862217",gsganesanvp@gmail.com,TAMILNADU 
MAHARISHI VIDYA MANDIR SR SEC SCHOOL,"SIPCOT  HOSUR DHARMAPURI  DISTT TAMIL NADU,635126","4344,9443511232",shaila.balaji@yahoo.com,TAMILNADU 
mahatma gandhi centenary vidyalaya,"35  tennur high road tennur tiruchirapalli tamil nadu,620017","0431,2792666",principal@mgcvschool.ac.in,TAMILNADU 
Mahatma Gandhi International School,"REDDYCHAVADY TALUK P.O. SINGRIGUDI CUDDALORE,605007","0413,04132618648",principal.mgis2014@gmail.com,TAMILNADU 
MAHATMA GANDHI VIDYALAYA,"15-22A, THANIKACHALAM ROAD,T NAGAR,600017","044,24345486",padmeswari64@gmail.com,TAMILNADU 
MAHATMA GLOBAL GATEWAY SCHOOL,"GOPALAKRISHNAN GURUVASAL, PCM PLACE, VEERAPANCHAN, MADURAI 625020,625020",",9843533778",mahatmagg16@gmail.com,TAMILNADU 
MAHATMA MONTESSORI SCHOOL,"PARENT -TEACHER ROAD ,GOPALAKRISHNAN NAGAR,,625007","0452,4243311",hamsapriya73@gmail.com,TAMILNADU 
MAHENDRA INTERNATIONAL SCHOOL,"KALIPPATTAI, TIRUCHENGODE(TK), NAMAKKAL DT.,,637501","0428,238315",principal@mahendrainternationalschool.com,TAMILNADU 
MAHINDRA WORLD SCHOOL,"PLOT-30,2nd AVENUE,MAHINDRAWORLDCITY,CHENGALPET,NATHAM SUB P.OPIN -603002.,603002","044,47490060",suganthi.m@mahindraworldschool.com,TAMILNADU 
MAI SKOOL,"VAGAVASAL VILLAGE,PUDUKKOTTAI TALUK,PUDUKKOTTAI DISTRICT,622004","4322,271227",cholan17685@gmail.com,TAMILNADU 
MANCHESTER INTERNATIONAL SCHOOL,"SF 29/3, Hudco Colony, Vellaikinar, Coimbatore - 641 029.,641029",",0422-6555551",cbse@manchesters.in,TAMILNADU 
Mangadu Public School,"Chikkarayapuram Village,Kunrathur Road,Mangadu,Chennai-600069,600069","044,04465187729",mangadupublic@yahoo.com,TAMILNADU 
MARG NAVAJYOTHI VIDYALAYA,"Marg Swarnabhoomi SEZ, ECR  Road, Vellore Village, Seekanankuppam Panchayat, Cheyyur Taluk, Kanchipuram District,603305","044,27538008",glorybai@marggroup.com,TAMILNADU 
MARY MATHA CMI PUBLIC SCHOOL,"CMI CENTRE, MADURAI ROAD, THENI,625531","4546,255481",selanjickal@gmail.com,TAMILNADU 
MATHAKONDAPALLI MODEL SCHOOL,"MATHAKONDAPALLI PO HOSUR VIA DHARMAPURI DISTT TAMIL NADU,635114","4347,229700",principal2@ricemms.com,TAMILNADU 
MAYFIELD RESIDENTIAL SCHOOL,"CHITHALAPAKKAM NEAR MEDAVAKKAM CHENNAI,600073","044,22770129",bstrust1992@gmail.com,TAMILNADU 
MDN FUTURE SCHOOL,"7/141, WHITE HOUSE,KADAMBADI, SULUR AERO,,641401","0422,4222684433,",info@mdnfutureschoolsulur.com,TAMILNADU 
Meenakshi Ammal Global School,"Perunkozhi Village, malliyankaranai X road, Uthirameur 603 406.,603406","044,27272778",sandhibalaji@gmail.com,TAMILNADU 
MEENAKSHI RAMASAMY VIDHYALAYA,"M.R KALVI NAGAR, THATHANUR,621804",",04331245800,",mrvcbse@gmail.com,TAMILNADU 
METRO ENGLISH MEDIUM SCHOOL,"9 VELLALA STREET KODAMBAKKAM MADRAS TAMIL NADU,600024",",3720516",,TAMILNADU 
Minerva Public School,"Minerva Public School,Mangulam,Ramasamy Nagar Post,Aruppukottai 626 - 105,Virudhunagar Dist.,626105",",04566329936",minervacbse@gmail.com,TAMILNADU 
MIT BODHI VIDHYALAYA,"Annai nagar,M.Pudupatti ( post )Musiri, Trichy Dist.,621211",",043626294333",mitbodhi2017@gmail.com,TAMILNADU 
modern seni sec school,"a g s officer colony nanganallur chennai tamil nadu,600061","044,22240110",mohanavasan@yahoo.com,TAMILNADU 
MONTFORT SCHOOL,"BALAJI NAGAR KATTUR PO TIRUVERAMBUR TIRUCHIRAPALI TAMIL NADU,686018","0431,2534049",raj1961s@gmail.com,TAMILNADU 
MONTFORT SCHOOL,"MONTFORT SCHOOL (CBSE),SUNDARANADAPPU,MADAKOTTAI VILAKKU,KANDANI POST,SIVAGANGAI,SIVAGANGAI DIST,630562","00,9597866066",gomasar@gmail.com,TAMILNADU 
MONTFORT SCHOOL,"DHASAPPAGOUNDAN PUDUR PERIYAKODIVERY VILLAGE, GOBICHETIIPALAYAM TALUK ERODE  TN,638503","4285,233344",steevex78@gmail.com,TAMILNADU 
MORNING STAR HR SEC SCHOOL,"GUDALUR NILGIRIS DIST.,643212","4262,261028",mathewk1f@gmail.com,TAMILNADU 
MOUNT LITERA ZEE SCHOOL,"77/1A, MM NAGAR, VAYALUR ROAD, UYYAKONDAN THIRUMALAI,620102","0431,04316459999,04316055558",zeeschooltrichy@gmail.com,TAMILNADU 
MOUNT LITERA ZEE SCHOOL,"749 VIRUDHUNAGAR SIVAKASI MAIN ROADTHIRUTHANGAL POSTSIVAKASI,626130","4562,9843424114",principalzeesivakasi@gmail.com,TAMILNADU 
MOUNT LITERA ZEE SCHOOL,"SF:94 NEAR VGP MANGALAPURI LAYOUT , POOMALUR(P.O) , MANGALAM,,641663","0421,2345601",principalmlzs@gmail.com,TAMILNADU 
MOUNT LITERA ZEE SCHOOL,"SELVAM CAMPUS, MELMAYIL ROAD, THUTHITHANGAL VILLAGE,VADUGANTHANGAL,632201",",04171246500",mlzsvellore@gmail.com,TAMILNADU 
MOUNT LITERA ZEE SCHOOL,"58/3, Vandipalayam,(Way to RTO), Cuddalore,607004",",04142-224200",principal.mlzscuddalore@gmail.com,TAMILNADU 
MOUNT LITERA ZEE SCHOOL  MYLAUDY,"THILLAI AVENUE, KOONDUPALAM NORTH,629403","4652,267390",mlzsmylaudy.principal@gamil.com,TAMILNADU 
MOUNT LITERA ZEE SCHOOL PARAMAKUDI,"Vill:KAMUTHAKKUDI TALUK: PARAMAKUDI DISTRICT : RAMANATHAPURAM STATE: TAMILNADU,623608","4564,206666",principal.mlzsparamakudi@gmail.com,TAMILNADU 
"MOUNT LITERA ZEE SCHOOL, MADURAI","1/132, NAGARI -SHOLAVANDAN ROAD, RAYAPURAM, MADURAI, TAMIL NADU -625 234,625234","4543,260102",principal.mlzsmadurai@gmail.com,TAMILNADU 
MOUNT LITERA ZEE SCHOOL-NEYYOOR,"Lahai Educations, 7-10-D,Venis Nagar,Mylode, Neyyoor Post.,629802","4651,223794",principal.mlzsnyr@gmail.com,TAMILNADU 
Mount Zion International School,"Lena Vilakku, Pilivilam (post), Thirumayam (TK),Pudukkottai,622507","0432,261472",cbseprincipal@mountzionschools.com,TAMILNADU 
MRM International School,"MRM Nagar, Sivapuram,,622422",",04333246246",mrmintcbsescl@gmail.com,TAMILNADU 
MRS PUBLIC SCHOOL,"TRANSPORT NAGAR G.D ROAD  KOLLAPALUR GOBICHETTIPALAYAM TALUK ERODE DISTRICT 638456,638456",",04285255600",mrspublicschool456@gmail.com,TAMILNADU 
Mukundha International School,"DPC CAMPUS,CHETTIYARKADAI BUS STOP, PAGALPATTI (PO),636304","0427,2385238",mukundhaprincipal@gmail.com,TAMILNADU 
MUTHAMIL PUBLIC SCHOOL,",627356",",0462-2562222",muthamilpublicschool@gmail.com,TAMILNADU 
N V K S HIGHER SECONDARY SCHOOL,"ATTOR KANYAKUMARI DISTT. TAMIL NADU,629191","4651,283125",nvkshss@gmail.com,TAMILNADU 
N.S.N. MEMORIAL SCHOOL,"THIRUMURUGAN SALAI ,THIRUMURUGAN NAGAR, Chitlapakkam,600064","044,044-22235829,",nsnmemorial@gmail.com,TAMILNADU 
NAAHAR PUBLIC SCHOOL,"NH 45, Chennai Main road, Ayyur Agaram,,605601","4146,232074",principal@naaharpublicschool.com,TAMILNADU 
NAALANDA PUBLIC SCHOOL,"CHEYYAR-ARCOT ROADBOODERIPULLAVAKAMVEMBAKKAM-T.KTHIRUVANNAMALAI DT,604407",",9865843268",naalandapublicschool1234@gmail.com,TAMILNADU 
NAG Vidyashram School,"Sumaithangi, Vellore Dist, Tamilnadu,632508","4177,245496",nagsrsecschool@gmail.com,TAMILNADU 
Nairs Vidhya Mandhir,"No: 1 , AmmansNagar II ,NGGOColony,641022","0422,2642277",info@nairsce.org,TAMILNADU 
NALANDA INTERNATIONAL PUBLIC SCHOOL,"KELAMANGALAM MAIN ROAD,ACHETTIPALI POST,HOSUR.,635109","4344,04344640641,",hsr.nips@gmail.com,TAMILNADU 
Nalanda International Public School,"Periyamottur,Kanagamuttlu(Po),krishnagiri,635001","4343,646201",nips.admin@gmail.com,TAMILNADU 
NANDHA CENTRAL CITY SCHOOL,"WARD NO:21, THIRUMAL NAGAR, NEW TEACHERS COLONY, ERODE CITY CORPORATION, ERODE,638011","0424,04242224535",nandhacentralcityschool@gmail.com,TAMILNADU 
NANDHA CENTRAL SCHOOL,"KOORAPALAYAM PIRIVU, PITCHANDAM PALAYAM (PO), PERUNDURAI (TK), ERODE(DISTRICT).,638052","0429,9659053555",principal@nandhacentralschool.org,TAMILNADU 
NANJIL CATHOLIC SCHOOL,"VAZHUTHALAMPALLAM,629159",",04651 207055",nanjilcbseschool@gmail.com,TAMILNADU 
Narayana e Techno School,"No.152 Ponamallee High Road,Vellappanchavadi.,600077","044,04435352204,",sureshm@narayanagroup.com,TAMILNADU 
NARAYANA E TECHNO SCHOOL,"New No 180 No 90, Pallavaram, Chennai - 600043, Near Shell Petrol Bunk ,zameen Pallavaram,600043","044,35352201",chepv.etechno@narayanagroup.com,TAMILNADU 
Narayana e-Techno School,"Chennai TN 600041,600041","044,42872206",cheecr.etechno@narayanagroup.com,TAMILNADU 
Narayana e-Techno School,"551 PH Road, Near Shan Royal Hotel, Arumbakkam,600106","044,45512206",cheab.etechno@narayanagroup.com,TAMILNADU 
NARAYANA e-TECHNO SCHOOL,"NO:66/67,BASIN BRIDGE ROAD,CHENNAI,600021",",044-42612204",sureshm@narayanagroup.com,TAMILNADU 
NARAYANA e-TECHNO SCHOOL,"PLOT NO:R-96,S.NO:100/3B1,MUTHAMIZH NAGAR,KODUNGAIYUR-PH-2,600118",",044-42612204",sureshm@narayanagroup.com,TAMILNADU 
Narayana eTechno School,"No.51, New Kumaran Nagar Road, Sozhinganallur, Chennai - 600119. (Behind Pushkar Ramaniyam apartments.),600119",",04449579823",pushpalathak@narayanagroup.com,TAMILNADU 
Narayana eTechno School,"No.240-D, ‘B’ Block, Samy Ramalinga Colony,3rd Cross Road, Ponniamman medu, Chennai- 110 (Near Kolathur Vazhathoppu.),600110",",04442612204",pushpalathak@narayanagroup.com,TAMILNADU 
Narayana Olympiad School,"NO.1, 1ST STREET, KAMADHENU NAGAR, MOGAPPAIR EAST, CHENNAI-600037.,600037",",04443585442",pushpalathak@narayanagroup.com,TAMILNADU 
Narayana Olympiad School,"No. 220 / 6 Om Shakthi Nagar, Chettiar Agaram, Vanagaram Village, Porur, Chennai 116.,600116",",04442612204",pushpalathak@narayanagroup.com,TAMILNADU 
Narayanapillai Memorial Vidya Kendra,"Chitharal & Post, Kanyakumari District, Tamilnadu,629151","4651,287039",manjuvsnair@gmail.com,TAMILNADU 
NATHELLA VIDHYODAYA,"NSC STREET, VENKATAPURAM,,600053","044,26862810",principal@nathellavidhyodaya.com,TAMILNADU 
national model secondary school,"kalloi nagar, peelamedu, coimbate, tamilnadu,641004","0422,2575544",principal@nationalmodel.in,TAMILNADU 
National Public School,"VEEPANATHAM, VAGURAMPATTY, VASANTHA PURAM (PO), TRICHY ROAD, Namakkal.,637002","4286,645680",npsprincipal.nkl@gmail.com,TAMILNADU 
NATIONAL PUBLIC SCHOOL,"228 AVVAI SHANMUGAM ROAD GOPALAPURAM CHENNAI TAMIL NADU,600086","044,28351973",mayashiv@hotmail.com,TAMILNADU 
NATIONAL VIDYALAYA,"MELACAUVERI P.O CHENNAI ROAD KUMBAKONAM TAMIL NADU,612002","0435,2443747,2443735",nationalvidyalaya@yahoo.in,TAMILNADU 
NAVA BHARATH INTERNATIONAL SCHOOL,"SATHY MAIN ROAD, ALLIKULAM,ANNUR, COIMBATORE - 641653,641653",",04254265490",info@navabharathinternational.net,TAMILNADU 
Nava Bharath National School,"Sathy Main Road, Annur,Coimbatore Dist, Tamil Nadu, South India - 641653,641653","4254,265011",PRINCIPAL@NAVABHARATH.NET,TAMILNADU 
Nava Bharath Vidyalaya,"Edangimangalam Vellanur,Poovalur(SO),Lalgudi(Tk),Trichy(Dt),Tamil Nadu.,621712","0431,4010468",nbvvellanur11@yahoo.com,TAMILNADU 
NAVY CHILDERN SCHOOL,"INS RAJALI ARAKKONAM TAMIL NADU,631006","03192,22740-9",npspb@yahoo.co.in,TAMILNADU 
NEHRUJI CENTRAL HIGHER SECONDARY SCHOOL,"10/3 SIVAGANGAI MELUR MAIN ROAD,IDAYAMELUR,SIVAGANGAI DISTRICT,630561","4575,237261",ankayarkannip@gmail.com,TAMILNADU 
New Creation Bilingual School,"New Creation Auroville605101 Tamil Nadu,605101",",4132622358",ncbs@auroville.org.in,TAMILNADU 
new era secondary school,"aspiration, auroville 605101,",",",rodhemsell@yahoo.com,TAMILNADU 
NEW PRINCE SHRI BHAVANI VIDYASHRAM,"No. 18, South Sector, 2nd Street, Adambakkam, Chennai – 600 088,600088",",04422603162",npsbvadm@gmail.com,TAMILNADU 
NEW PRINCE SHRI BHAVANI VIDYASHRAM,"NO.27, SABAPATHY STREET, ULLAGARAM, CHENNAI,600091","044,22420292",veenailango@gmail.com,TAMILNADU 
NOTREDAME OF HOLYCROSS SCHOOL,"GUNDUKALLUR,UDAYAPATTI P.O.,636140","0427,2241800",antony.raj6@gmail.com,TAMILNADU 
Noyyal Public School,"No 10 Muthur , Kinathukadavu - 642109Pollachi TalukCoimbatore District.,642109","4529,292939",principal@noyyalps.in,TAMILNADU 
NR PUBLIC SCHOOL,"NR PUBLIC SCHOOL [CBSE]SF.No.653/4B -12, Cholangkurichi - Road, Udayarpalayam -Post & Taluk, Ariyalur - District, Tamil Nadu. Pin: 621 804,621804",",04331253535",nrpublicschoolcbse@gmail.com,TAMILNADU 
Om Sadhana Central School,"T.P.M. Nagar,Theni Main Road,VirattipathuMadurai,625016","0452,0452 4219799,",omsadhanacentralschool@gmail.com,TAMILNADU 
OM SHANTHI HIGHER SEC SCHOOL,"THANDICOMBU ROAD DINDIGUL TAMIL NADU,624008","0451,9629733479",msilango@gmail.com,TAMILNADU 
"OPEN ARMS MATRICULATION SCHOOL,","1/154, Innappasandra, Nallur Post,,635103",",04344-292650",etheljstephens@yahoo.co.in,TAMILNADU 
Orange British Academy,"1/ 1A,1B, Orange Bodhi Campus, Chetpet Road, Vinnamangalam, Arni Taluk,632316",",9976530558",orangebritishacademy@gmail.com,TAMILNADU 
ORDNANCE CLOTHING FACTORY SCHOOL,"AVADI CHENNAI TAMIL NADU,600054","044,6385080",jvsss@yahoo.com,TAMILNADU 
